t,x,y
0.0,0.19804405031815686,-0.29648876096080284
0.0,1.1511606404980133,-0.3751196734674952
0.0,1.1741628750264697,-0.8147556238016922
0.0,0.7251768247065385,-0.0006015135671995232
0.0,0.7760116056772854,-0.49680420124571306
0.0,0.42551165370754274,-0.960367023531504
0.0,0.2721365130026231,-0.36353818102534086
0.0,0.7005910748777129,-0.4078105803255274
0.04216902890724555,0.8279077731938463,0.059625933530674885
0.04216902890724555,0.9210351915079805,-0.19196339957738373
0.04216902890724555,0.7666962522259368,0.0268338799784475
0.04216902890724555,0.8166707018578155,-0.19895834683635827
0.04216902890724555,0.25356329066227035,-0.5097850614531527
0.04216902890724555,0.7550886302051322,-0.44565461637855447
0.04216902890724555,0.3504395393772465,-0.4390887204945117
0.04216902890724555,0.39144012303883724,-0.050500999057593976
0.0843380578144911,0.5497119631755015,0.03508684251675015
0.0843380578144911,0.47414778923540424,-0.018649149663025583
0.0843380578144911,0.8790444112494074,-0.0023453387381084934
0.0843380578144911,0.13889221727067413,0.13373386620159342
0.0843380578144911,0.4468959775767706,-0.7526920963921053
0.0843380578144911,0.3229831841689845,-0.7208086632814295
0.0843380578144911,-0.41460116856028784,-0.010103148446502341
0.0843380578144911,0.8375328562173641,0.1964102497638451
0.12650708672173663,0.4370352877331204,-0.7401871291368541
0.12650708672173663,0.09835786434561877,-0.25509089861586753
0.12650708672173663,0.5078823242849746,-0.31274498181954935
0.12650708672173663,0.45941971062390835,0.06610664105415823
0.12650708672173663,0.3219558773144109,-0.517446021173689
0.12650708672173663,0.8612148520761569,-0.05902920385421162
0.12650708672173663,0.8962199815705327,-0.08307402943868347
0.12650708672173663,0.4043673539616348,-0.22929727495412444
0.1686761156289822,0.38695998653261854,-0.2571503444011389
0.1686761156289822,0.897443344612165,-0.1367668284222005
0.1686761156289822,0.8170692668263283,0.009371503107156676
0.1686761156289822,0.5219164735068607,-0.6202599358473349
0.1686761156289822,0.6853039974781205,0.20536848070566274
0.1686761156289822,-0.6714477548216963,0.061185971133721206
0.1686761156289822,0.48357447472887294,-0.11084079662567942
0.1686761156289822,0.5783615224750343,-0.5707423194821517
0.21084514453622774,-0.024890258179564806,-0.11618845184180004
0.21084514453622774,0.5287704631166665,-0.544913572296372
0.21084514453622774,0.46751999133979794,0.24831782535919128
0.21084514453622774,0.37368647727716386,-0.18215912449168814
0.21084514453622774,0.5984869195966427,0.3046318604274759
0.21084514453622774,0.6305161055941164,0.28423915525735927
0.21084514453622774,-0.22553985143347743,-0.008842460803619834
0.21084514453622774,0.7841010051981355,-0.19493264787121511
0.25301417344347327,0.5610942490064534,-0.4742462664320294
0.25301417344347327,0.3400665456011902,0.40314032460170346
0.25301417344347327,-0.11186587811380766,0.025894918557616387
0.25301417344347327,0.6898437613374595,-0.1708491093654365
0.25301417344347327,0.5420910506866792,-0.013900608991227636
0.25301417344347327,0.536312588811263,-0.3424777022331028
0.25301417344347327,0.31242958921302333,0.017373517345599665
0.25301417344347327,-0.02248656388761905,0.24738147770529995
0.2951832023507188,0.5194981586743038,0.485631472115466
0.2951832023507188,0.5251509876016534,0.5538680588481332
0.2951832023507188,-0.048907942974120155,0.3226391934676851
0.2951832023507188,0.5303839320327456,0.15652008549944602
0.2951832023507188,0.3748631850825108,0.3378519900725305
0.2951832023507188,-0.49155431973806185,0.3933867590343365
0.2951832023507188,0.29954623971057037,0.5437742886762784
0.2951832023507188,0.5096271640736364,0.3411926318916989
0.3373522312579644,0.27609072830096276,0.00605856387098791
0.3373522312579644,-0.1503311910249744,0.5677350211527618
0.3373522312579644,0.335779763335683,0.0019564850591361482
0.3373522312579644,0.3343337701980776,0.44294899316661973
0.3373522312579644,-0.016276937227038046,0.09582156836564026
0.3373522312579644,0.03926479617929984,-0.15235474519431025
0.3373522312579644,0.4928275311248338,-0.12083608609780316
0.3373522312579644,0.5092350248650732,0.23397963895967844
0.37952126016520993,0.0874426819296662,0.33591762545555665
0.37952126016520993,-0.4204256398516525,0.40954634781292903
0.37952126016520993,-0.1302639833653434,0.3461356984322479
0.37952126016520993,0.3469830100996474,0.2830517396906661
0.37952126016520993,-0.3514429830751481,0.21283417342121685
0.37952126016520993,0.3947129068742627,0.5382272341970675
0.37952126016520993,0.3608442026394165,0.6341852430913282
0.37952126016520993,0.1334838566590294,0.18921631788306387
0.4216902890724555,-0.1496523281174676,0.4023706037614222
0.4216902890724555,-0.44408561876157443,0.06138524686288871
0.4216902890724555,-0.27681248288678645,0.720524681109971
0.4216902890724555,-0.3162892974942561,0.5373135100158672
0.4216902890724555,-0.053934394015423215,0.4033399634972177
0.4216902890724555,0.2772600178227191,0.5655771490412158
0.4216902890724555,-0.0037431223758689347,0.38272030477364094
0.4216902890724555,-0.1742098668188808,0.652122808665106
0.46385931797970104,0.0784502743303368,0.5507729713553235
0.46385931797970104,-0.5917875386628956,-0.10227699846515914
0.46385931797970104,-0.2061340998312504,-0.022311687221145737
0.46385931797970104,-0.8911461566805203,0.9407403871566336
0.46385931797970104,0.1763643981964775,0.24569894850926421
0.46385931797970104,-0.36622668025850547,0.7924285119640126
0.46385931797970104,0.1458919365501652,0.24063303075769404
0.46385931797970104,0.03319304209069798,0.7396858044393713
0.5060283468869465,-0.5232712228504831,0.18364478361044945
0.5060283468869465,-0.005875708385287247,0.16122242785823349
0.5060283468869465,0.1478198525651543,0.248351344834845
0.5060283468869465,0.03293781641403557,0.572703637033191
0.5060283468869465,-1.2156601557758135,0.37240592664017935
0.5060283468869465,0.13212916483030776,0.07086689390621081
0.5060283468869465,-0.14666815757407467,0.45510823769431297
0.5060283468869465,-0.5053765470076368,-0.2972374252849421
0.5481973757941921,-0.6738745262474037,0.6580752333432551
0.5481973757941921,-0.6201040328509773,0.22682951340323598
0.5481973757941921,-0.5541078642605515,0.5603626758047373
0.5481973757941921,-0.7381844619718397,0.7979722510807629
0.5481973757941921,-0.3195759847514015,0.6229817996137259
0.5481973757941921,-0.4643814611488013,0.32243698635027274
0.5481973757941921,-0.1961006737117827,0.8319111207120297
0.5481973757941921,-0.1403871868603752,-0.02319890046855433
0.5903664047014376,-0.4495934195987752,0.8390391098257463
0.5903664047014376,-0.4329432510756102,0.2532032297040333
0.5903664047014376,-0.8940558948648113,0.6341602960835411
0.5903664047014376,-0.3353162734757421,0.9189870989562856
0.5903664047014376,-0.5554503972833662,0.4364624962208672
0.5903664047014376,-0.8732655438706572,0.8970237225106196
0.5903664047014376,-1.063100787238538,0.6384697802163768
