GM000003342,18930101,TMAX,-81,,,E,
GM000003342,18930102,TMAX,-85,,,E,
GM000003342,18930103,TMAX,-97,,,E,
GM000003342,18930104,TMAX,-47,,,E,
GM000003342,18930105,TMAX,-36,,,E,
GM000003342,18930106,TMAX,-78,,,E,
GM000003342,18930107,TMAX,-126,,,E,
GM000003342,18930108,TMAX,-69,,,E,
GM000003342,18930109,TMAX,-38,,,E,
GM000003342,18930110,TMAX,-30,,,E,
GM000003342,18930111,TMAX,-40,,,E,
GM000003342,18930112,TMAX,-107,,,E,
GM000003342,18930113,TMAX,-59,,,E,
GM000003342,18930114,TMAX,-34,,,E,
GM000003342,18930115,TMAX,-117,,,E,
GM000003342,18930116,TMAX,-75,,,E,
GM000003342,18930117,TMAX,-77,,,E,
GM000003342,18930118,TMAX,-151,,,E,
GM000003342,18930119,TMAX,-160,,,E,
GM000003342,18930120,TMAX,-36,,,E,
GM000003342,18930121,TMAX,-9,,,E,
GM000003342,18930122,TMAX,-50,,,E,
GM000003342,18930123,TMAX,-54,,,E,
GM000003342,18930124,TMAX,12,,,E,
GM000003342,18930125,TMAX,25,,,E,
GM000003342,18930126,TMAX,22,,,E,
GM000003342,18930127,TMAX,23,,,E,
GM000003342,18930128,TMAX,13,,,E,
GM000003342,18930129,TMAX,7,,,E,
GM000003342,18930130,TMAX,26,,,E,
GM000003342,18930131,TMAX,65,,,E,
GM000003342,18930101,TMIN,-133,,,E,
GM000003342,18930102,TMIN,-160,,,E,
GM000003342,18930103,TMIN,-179,,,E,
GM000003342,18930104,TMIN,-101,,,E,
GM000003342,18930105,TMIN,-81,,,E,
GM000003342,18930106,TMIN,-177,,,E,
GM000003342,18930107,TMIN,-178,,,E,
GM000003342,18930108,TMIN,-158,,,E,
GM000003342,18930109,TMIN,-128,,,E,
GM000003342,18930110,TMIN,-80,,,E,
GM000003342,18930111,TMIN,-153,,,E,
GM000003342,18930112,TMIN,-183,,,E,
GM000003342,18930113,TMIN,-120,,,E,
GM000003342,18930114,TMIN,-157,,,E,
GM000003342,18930115,TMIN,-195,,,E,
GM000003342,18930116,TMIN,-164,,,E,
GM000003342,18930117,TMIN,-218,,,E,
GM000003342,18930118,TMIN,-243,,,E,
GM000003342,18930119,TMIN,-257,,,E,
GM000003342,18930120,TMIN,-188,,,E,
GM000003342,18930121,TMIN,-57,,,E,
GM000003342,18930122,TMIN,-92,,,E,
GM000003342,18930123,TMIN,-147,,,E,
GM000003342,18930124,TMIN,-169,,,E,
GM000003342,18930125,TMIN,11,,,E,
GM000003342,18930126,TMIN,-24,,,E,
GM000003342,18930127,TMIN,-63,,,E,
GM000003342,18930128,TMIN,-50,,,E,
GM000003342,18930129,TMIN,-85,,,E,
GM000003342,18930130,TMIN,-47,,,E,
GM000003342,18930131,TMIN,20,,,E,
GM000003342,18930101,PRCP,0,,,E,
GM000003342,18930102,PRCP,1,,,E,
GM000003342,18930103,PRCP,32,,,E,
GM000003342,18930104,PRCP,17,,,E,
GM000003342,18930105,PRCP,0,,,E,
GM000003342,18930106,PRCP,0,,,E,
GM000003342,18930107,PRCP,0,,,E,
GM000003342,18930108,PRCP,0,,,E,
GM000003342,18930109,PRCP,6,,,E,
GM000003342,18930110,PRCP,1,,,E,
GM000003342,18930111,PRCP,0,,,E,
GM000003342,18930112,PRCP,0,,,E,
GM000003342,18930113,PRCP,62,,,E,
GM000003342,18930114,PRCP,7,,,E,
GM000003342,18930115,PRCP,3,,,E,
GM000003342,18930116,PRCP,51,,,E,
GM000003342,18930117,PRCP,1,,,E,
GM000003342,18930118,PRCP,1,,,E,
GM000003342,18930119,PRCP,0,,,E,
GM000003342,18930120,PRCP,26,,,E,
GM000003342,18930121,PRCP,4,,,E,
GM000003342,18930122,PRCP,0,,,E,
GM000003342,18930123,PRCP,0,,,E,
GM000003342,18930124,PRCP,40,,,E,
GM000003342,18930125,PRCP,7,,,E,
GM000003342,18930126,PRCP,0,,,E,
GM000003342,18930127,PRCP,0,,,E,
GM000003342,18930128,PRCP,0,,,E,
GM000003342,18930129,PRCP,0,,,E,
GM000003342,18930130,PRCP,4,,,E,
GM000003342,18930131,PRCP,14,,,E,
GM000003342,18930101,SNWD,70,,,E,
GM000003342,18930102,SNWD,70,,,E,
GM000003342,18930103,SNWD,60,,,E,
GM000003342,18930104,SNWD,90,,,E,
GM000003342,18930105,SNWD,110,,,E,
GM000003342,18930106,SNWD,100,,,E,
GM000003342,18930107,SNWD,100,,,E,
GM000003342,18930108,SNWD,100,,,E,
GM000003342,18930109,SNWD,90,,,E,
GM000003342,18930110,SNWD,100,,,E,
GM000003342,18930111,SNWD,100,,,E,
GM000003342,18930112,SNWD,100,,,E,
GM000003342,18930113,SNWD,100,,,E,
GM000003342,18930114,SNWD,200,,,E,
GM000003342,18930115,SNWD,190,,,E,
GM000003342,18930116,SNWD,190,,,E,
GM000003342,18930117,SNWD,280,,,E,
GM000003342,18930118,SNWD,250,,,E,
GM000003342,18930119,SNWD,230,,,E,
GM000003342,18930120,SNWD,220,,,E,
GM000003342,18930121,SNWD,250,,,E,
GM000003342,18930122,SNWD,270,,,E,
GM000003342,18930123,SNWD,250,,,E,
GM000003342,18930124,SNWD,230,,,E,
GM000003342,18930125,SNWD,200,,,E,
GM000003342,18930126,SNWD,140,,,E,
GM000003342,18930127,SNWD,140,,,E,
GM000003342,18930128,SNWD,140,,,E,
GM000003342,18930129,SNWD,140,,,E,
GM000003342,18930130,SNWD,140,,,E,
GM000003342,18930131,SNWD,70,,,E,
GM000003342,18930201,TMAX,46,,,E,
GM000003342,18930202,TMAX,26,,,E,
GM000003342,18930203,TMAX,8,,,E,
GM000003342,18930204,TMAX,-46,,,E,
GM000003342,18930205,TMAX,-22,,,E,
GM000003342,18930206,TMAX,-13,,,E,
GM000003342,18930207,TMAX,25,,,E,
GM000003342,18930208,TMAX,41,,,E,
GM000003342,18930209,TMAX,33,,,E,
GM000003342,18930210,TMAX,47,,,E,
GM000003342,18930211,TMAX,56,,,E,
GM000003342,18930212,TMAX,48,,,E,
GM000003342,18930213,TMAX,14,,,E,
GM000003342,18930214,TMAX,63,,,E,
GM000003342,18930215,TMAX,94,,,E,
GM000003342,18930216,TMAX,127,,,E,
GM000003342,18930217,TMAX,101,,,E,
GM000003342,18930218,TMAX,53,,,E,
GM000003342,18930219,TMAX,80,,,E,
GM000003342,18930220,TMAX,77,,,E,
GM000003342,18930221,TMAX,88,,,E,
GM000003342,18930222,TMAX,55,,,E,
GM000003342,18930223,TMAX,-16,,,E,
GM000003342,18930224,TMAX,-9,,,E,
GM000003342,18930225,TMAX,51,,,E,
GM000003342,18930226,TMAX,67,,,E,
GM000003342,18930227,TMAX,103,,,E,
GM000003342,18930228,TMAX,143,,,E,
GM000003342,18930201,TMIN,21,,,E,
GM000003342,18930202,TMIN,5,,,E,
GM000003342,18930203,TMIN,-46,,,E,
GM000003342,18930204,TMIN,-98,,,E,
GM000003342,18930205,TMIN,-132,,,E,
GM000003342,18930206,TMIN,-80,,,E,
GM000003342,18930207,TMIN,-74,,,E,
GM000003342,18930208,TMIN,18,,,E,
GM000003342,18930209,TMIN,4,,,E,
GM000003342,18930210,TMIN,3,,,E,
GM000003342,18930211,TMIN,4,,,E,
GM000003342,18930212,TMIN,6,,,E,
GM000003342,18930213,TMIN,-21,,,E,
GM000003342,18930214,TMIN,2,,,E,
GM000003342,18930215,TMIN,40,,,E,
GM000003342,18930216,TMIN,18,,,E,
GM000003342,18930217,TMIN,-3,,,E,
GM000003342,18930218,TMIN,11,,,E,
GM000003342,18930219,TMIN,32,,,E,
GM000003342,18930220,TMIN,65,,,E,
GM000003342,18930221,TMIN,25,,,E,
GM000003342,18930222,TMIN,-16,,,E,
GM000003342,18930223,TMIN,-70,,,E,
GM000003342,18930224,TMIN,-101,,,E,
GM000003342,18930225,TMIN,-32,,,E,
GM000003342,18930226,TMIN,12,,,E,
GM000003342,18930227,TMIN,22,,,E,
GM000003342,18930228,TMIN,40,,,E,
GM000003342,18930201,PRCP,138,,,E,
GM000003342,18930202,PRCP,10,,,E,
GM000003342,18930203,PRCP,0,,,E,
GM000003342,18930204,PRCP,0,,,E,
GM000003342,18930205,PRCP,0,,,E,
GM000003342,18930206,PRCP,0,,,E,
GM000003342,18930207,PRCP,17,,,E,
